should_bid,confidence,reasoning,relevant_factors,estimated_fit,resource_id,analyzed_at
False,low,"No specific reason provided for rejection, but the tender details do not mention software, IT, technology, cloud, data, digital, or systems.",['Tender does not clearly state that it is an IT-related project'],-,7064109,2025-11-27T11:03:46.188669
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - rejected immediately as per Immediate Disqualification","['Furniture, equipment, and other physical goods are explicitly excluded from bidding']",0,7065865,2025-11-27T11:03:48.941659
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - does not match any IT-related services.",['Primary reason for decision'],0,7066357,2025-11-27T11:03:51.512426
False,high,Physical goods only (furniture/equipment/vehicles/supplies) as stated in the tender title and excluded services,['Excluded physical goods category'],0,7065341,2025-11-27T11:03:53.961602
False,high,"Physical goods only (furniture), which is outside of Version 1's scope.",['Primary reason for decision'],0,7063782,2025-11-27T11:03:56.327198
True,high,"The tender mentions Property Valuation Services, which could involve data platforms, analytics, or AI/ML. This aligns with Version 1's capabilities in IT-related services.","[""Alignment with Version 1's IT capabilities"", 'Potential for software application development or modernisation']",80,7059501,2025-11-27T11:03:59.272660
False,high,"The tender does not explicitly mention software, IT, technology, cloud, data, digital, or systems. The main classification is N/A and CPV codes are empty.",['Lack of clear indication of IT services'],,7059834,2025-11-27T11:04:01.827772
False,high,"Catering services mentioned in the title, which falls under Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],,7062906,2025-11-27T11:04:04.269991
False,low,"The tender is for Coastal Monitoring Aerial Photography and LiDAR Survey which does not explicitly mention software, IT, technology, cloud, data, or digital systems. It appears to be a non-IT service.",['Lack of clear IT/technology evidence'],0,7059450,2025-11-27T11:04:07.172015
False,low,"No PDF content available and Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is an IMMEDIATE DISQUALIFICATION criterion.","['Lack of IT-related information in the tender', 'Physical goods only']",,7059117,2025-11-27T11:04:09.807844
True,high,"The tender title mentions software, Post Graduate Certificate in End-to-End Sustainable Medtech Production, which implies IT and technology services.","['Main Classification: N/A', 'CPV Codes: []']",80,7071442,2025-11-27T11:04:12.450712
False,high,"Rejection due to non-IT services - Catering, food services, or meals",['Catering is a physical good'],0,7071540,2025-11-27T11:04:14.831353
False,high,"Non-IT services - construction, facilities, or building works are mentioned in the tender title and description.",['Primary reason for decision'],0,7071284,2025-11-27T11:04:17.275478
False,high,"Specific reason - furniture, fixtures, or physical fit-outs are excluded from Version 1's offerings","['Furniture, fixtures, or physical fit-outs are not a part of our services']",0,7070857,2025-11-27T11:04:19.869057
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) is mentioned in the CPV list, which matches Version 1's 'non-technology professional services' exclusion criteria.",['Primary reason for decision'],0,7071182,2025-11-27T11:04:22.658764
False,high,"Specific reason - Catering, food services, or meals (physical goods)","['Catering, food services, or meals is a physical good']",0,7069421,2025-11-27T11:04:25.113439
False,high,Specific reason - Non-physical goods and services are excluded from bidding.,['Tender is for non-IT services'],,7070450,2025-11-27T11:04:27.277552
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - does not match Version 1's technology company profile",['Primary reason for decision'],0,7070391,2025-11-27T11:04:29.757815
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) as mentioned in the 'IMMEDIATE DISQUALIFICATION' section.",['Coláiste Choilm Tullamore - Biomass is a physical goods tender'],0,7069350,2025-11-27T11:04:32.680267
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) mentioned in the 'No PDF content available' section",['Primary reason for decision'],,7069633,2025-11-27T11:04:34.948167
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) and construction (Facilities or building works) are explicitly mentioned in the tender, which is outside Version 1's scope.",['Primary reason for decision'],,7068303,2025-11-27T11:04:37.591020
False,high,"Physical goods ONLY - furniture, equipment, vehicles, supplies, trees, ice machines","['Catering, food services, or meals']",,7067720,2025-11-27T11:04:39.818413
False,low,"Non-IT service - ArcGIS Licences, Maintenance and Professional Service Days are for physical goods (furniture, equipment, vehicles) only.",['Primary reason for decision'],,7061490,2025-11-27T11:04:42.185756
False,high,"Rejection due to non-IT services - Catering, food services, or meals",['Catering services'],,7067213,2025-11-27T11:04:44.326920
False,high,"No PDF content available, unable to extract relevant information.",['Lack of PDF content prevents evaluation of tender details'],0,7067007,2025-11-27T11:04:46.691830
False,high,"Specific reason - non-IT service: Construction, facilities, or building works (Galway County Council's requirement for Phase 3 Ground Investigation does not involve software development, cloud infrastructure, data platforms, IT consulting, managed services, etc.)",['Primary reason for decision'],0,7062441,2025-11-27T11:04:49.663016
True,high,Tender title mentions 'Provision of Services' and 'Part-time Project Officer' which implies IT/technology component.,['IT/technology services are mentioned in the tender'],80,7065576,2025-11-27T11:04:52.244207
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) - Furniture is mentioned in the tender",['Furniture mentioned in the tender'],,7065161,2025-11-27T11:04:54.492250
True,high,"The tender title 'TG4 - Search Engine Optimisation/Optamú Inneal Cuardaigh' mentions software and IT, aligning with Version 1's technology capabilities.","[""Alignment with Version 1's technology capabilities"", 'Relevant IT keywords present']",80,7064892,2025-11-27T11:04:57.461546
False,high,"Non-IT services - Catering, food services, or meals",['Catering is a non-technology professional service'],,7064486,2025-11-27T11:04:59.728119
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Catering, food services, or meals are listed as IMMEDIATE DISQUALIFICATION criteria.",['Primary reason for decision'],,7064675,2025-11-27T11:05:02.312079
False,high,"Specific reason - Main Classification: N/A, CPV Codes: [], which indicates the tender is for physical goods only.",['Physical goods only'],0,7064449,2025-11-27T11:05:04.802216
False,high,Non-IT service - Catering (as per IMMEDIATE DISQUALIFICATION),['Catering is not an IT-related service'],0,7061591,2025-11-27T11:05:07.224872
False,high,"Non-IT services - Catering, food services, or meals listed in tender details.",['Catering and food services not mentioned as an IT service'],0,7054656,2025-11-27T11:05:09.776122
False,high,Physical goods ONLY (furniture) mentioned in the tender,['Furniture is not a technology service'],,7052540,2025-11-27T11:05:11.861763
False,high,"Immediate disqualification due to lack of clear IT/technology evidence in the tender title. The title mentions an online training platform but does not explicitly state software, IT, technology, cloud, data, digital, or systems.",['Lack of clear IT/technology evidence'],0,7049477,2025-11-27T11:05:14.804805
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are present in the tender details.",['Tender details contain physical goods and construction services'],0,7050024,2025-11-27T11:05:17.575811
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender details.",['Primary reason for decision'],0,7050527,2025-11-27T11:05:20.285691
False,high,"Rejection criteria - Non-IT professional services: Educational materials, toys, or books (unless digital/software) and Construction, facilities, or building works",['Primary reason for decision'],0,7045744,2025-11-27T11:05:22.894453
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) listed in the tender details",['Primary reason for decision'],0,7050490,2025-11-27T11:05:25.328565
True,high,The tender title mentions 'Provision of Energy Audit Services' which implies data analysis and reporting. It also does not explicitly exclude IT-related services.,"['Tender title implies energy audit services that may involve data analysis, software development, or cloud-based solutions.']",80,7050130,2025-11-27T11:05:28.272113
False,high,"No PDF content available for review, and no clear indication of an IT-related service. The tender title does not mention software, IT, technology, cloud, data, digital, or systems.",['Lack of information to determine relevance'],0,7046392,2025-11-27T11:05:31.069540
False,high,"The tender is for a Single Supplier Framework Agreement for the provision of Technical Writing Skills, which does not match Version 1's capabilities as it does not involve software, IT, technology, cloud, data, digital, or systems.","[""Lack of alignment with Version 1's service offerings""]",0,7047097,2025-11-27T11:05:34.153958
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)","['Non-IT service', ""No match for Version 1's capabilities""]",,7017104,2025-11-27T11:05:36.397482
False,low,"Physical goods ONLY (furniture), which falls under Version 1's policy of not bidding on furniture, fixtures, or physical fit-outs.",['Primary reason for decision'],0,7048859,2025-11-27T11:05:38.926322
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) is specified in the tender details","[""Tender does not match Version 1's capabilities as it involves physical goods rather than IT services""]",0,7049757,2025-11-27T11:05:41.587839
False,high,"Non-IT services: Catering, food services, or meals",['Primary reason for decision'],0,7051447,2025-11-27T11:05:43.813694
False,low,"Non-IT services - Catering, food services, or meals","['No mention of software, IT, technology, cloud, data, digital, or systems']",0,7061366,2025-11-27T11:05:46.323646
False,high,Catering services (food) do not match any IT-related requirements or Version 1's service offerings.,"['Catering services are a physical good, not an IT service']",0,7063217,2025-11-27T11:05:48.902249
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - furniture, equipment",['Primary reason for decision'],,7063122,2025-11-27T11:05:51.077935
False,high,"Specific reason - Catering, food services, or meals (physical goods ONLY)",['Catering service matches our exclusion criteria'],0,7063083,2025-11-27T11:05:53.558595
False,high,Physical goods ONLY (furniture) mentioned in the tender title,"['Tender title mentions furniture', 'Furniture is a physical good']",0,7062963,2025-11-27T11:05:55.972512
False,high,"Physical goods ONLY (furniture, equipment) - Furniture is excluded from our bidding scope as per company policy.",['Primary reason for decision'],0,7060999,2025-11-27T11:05:58.393731
False,high,"No PDF content available for review, but the tender details clearly state that it does not mention software, IT, technology, cloud, data, digital, or systems. Therefore, no IT-related requirements are met.",['Lack of relevant information in the provided PDF'],0,7060751,2025-11-27T11:06:01.352122
False,high,"Non-IT service - Construction, facilities, or building works","['Main Classification: N/A', 'CPV Codes: []', 'Tender details indicate a focus on economic and employment strategy']",,7061199,2025-11-27T11:06:03.879849
False,high,Catering services are a physical good that falls under the category of 'Physical goods ONLY' which is immediately disqualifiable.,['Non-IT service'],0,7060102,2025-11-27T11:06:06.407099
False,high,Catering services (food) are a physical good that does not match our capability as a technology company.,['No IT-related scope'],0,7042802,2025-11-27T11:06:08.801850
False,high,"No PDF content available and the tender does not specify software, IT, technology, cloud, data, digital, or systems upgrades.",['Lack of clear IT/technology evidence'],0,7059150,2025-11-27T11:06:11.360241
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],0,6959215,2025-11-27T11:06:13.667629
False,high,"Specific reason - Call for Tender for the provision of Hot Meals under the School Meals Scheme is a physical goods-only tender and falls outside Version 1's capabilities in furniture, fixtures, or physical fit-outs.",['Primary reason for decision'],0,7039135,2025-11-27T11:06:16.503986
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are explicitly excluded from bidding. As a technology consultancy company, Version 1 does not bid on these types of services.",['Primary reason for decision'],0,7056980,2025-11-27T11:06:19.519308
False,high,"Non-IT services - Catering, food services, or meals are mentioned in the tender title.","['Catering services', 'Food services']",0,7059075,2025-11-27T11:06:21.950616
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - no IT/technology component present","['Tender does not indicate software, IT, technology, cloud, data, digital, or systems; only civils work; non-IT professional services']",0,7058972,2025-11-27T11:06:25.022792
False,low,"Tender is for the supply of Hybrid Wheelchair Accessible Minibus 2025, which falls under physical goods category.",['Tender is purely for physical goods'],0,7055380,2025-11-27T11:06:27.542913
False,low,"Physical goods ONLY - furniture, equipment, vehicles, supplies, trees, ice machines",['Tender does not mention software or IT services'],0,7057058,2025-11-27T11:06:29.942577
False,high,"Tender is for physical goods ONLY (furniture) and does not mention software, IT, technology, cloud, data, or digital systems.",['Primary reason for decision'],0,7056287,2025-11-27T11:06:32.497522
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) as mentioned in IMMEDIATE DISQUALIFICATION section.",['Primary reason for decision'],,7055434,2025-11-27T11:06:34.814982
False,high,"Imminent physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,7054933,2025-11-27T11:06:36.948244
False,high,"Specific reason - Non-IT services, as it involves construction, facilities, or building works (Step 2)",['Primary reason for decision'],0,7054367,2025-11-27T11:06:39.384863
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,7044371,2025-11-27T11:06:41.431015
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,7047142,2025-11-27T11:06:43.707415
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are explicitly mentioned in the IMMEDIATE DISQUALIFICATION section.",['Primary reason for decision'],0,7035683,2025-11-27T11:06:46.510824
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works mentioned in the tender title",['Primary reason for decision'],0,7045206,2025-11-27T11:06:49.104220
False,high,"Non-IT service - Catering, food services, or meals",['Catering is a physical goods only service'],0,7046107,2025-11-27T11:06:51.436596
False,high,"Rejection due to non-IT services - Cleaning, maintenance, or janitorial services",['Cleaning and maintenance are non-IT professional services'],0,7016526,2025-11-27T11:06:53.903837
False,high,"Non-IT services - eradication of Cherry Laurel Rhododendron and Seabuckthorn at various sites in Fingal Co Dublin, which does not align with Version 1's capabilities as a technology consultancy company.",['Primary reason for decision'],0,7044692,2025-11-27T11:06:56.916949
False,high,Immediate disqualification due to physical goods-only services (ice machines) mentioned in the tender document.,['Physical goods-only service'],0,7044294,2025-11-27T11:06:59.550822
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender details, which is outside of Version 1's technology capabilities.",['Rejection due to non-IT service'],,7041161,2025-11-27T11:07:02.384364
False,high,"Specific reason - Non-IT services: Catering, food services, or meals (Tender contains 'the Supply of Electrical Consumables and Components to Trinity College Dublin, the University of Dublin')",['Catering service is a non-IT professional service'],0,6825061,2025-11-27T11:07:05.303832
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Furniture and physical fit-outs are excluded from bidding by Version 1",['Primary reason for decision'],0,7039620,2025-11-27T11:07:07.946779
False,low,"Specific reason - No PDF content available, and it does not explicitly mention software, IT, technology, cloud, data, digital, or systems.",['Lack of specific IT requirements'],0,7040040,2025-11-27T11:07:10.572720
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) are mentioned in the tender, which falls outside Version 1's capabilities and non-technology professional services.",['Primary reason for decision'],0,7005162,2025-11-27T11:07:13.234206
False,high,"Cabra Central School is calling for the provision of Hot Meals under the School Meals Scheme, which falls under catering and food services. This tender does not match Version 1's capabilities as it does not involve software, IT, technology, cloud, data, digital, or systems.","['Primary reason for decision', 'Non-IT service']",0,7053070,2025-11-27T11:07:16.451514
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) - No indication of IT services or software development in the tender title.",['Tender title does not indicate IT services'],0,7042639,2025-11-27T11:07:19.036498
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)","[""Tender is for physical goods only, which does not align with Version 1's capabilities""]",,7051733,2025-11-27T11:07:21.361785
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],,7049030,2025-11-27T11:07:23.606214
False,high,Immediate disqualification due to non-IT service - Catering (food services or meals) is not aligned with Version 1's technology consultancy capabilities.,"[""Catering services are outside of Version 1's IT/technology scope""]",,7050076,2025-11-27T11:07:26.248713
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - rejected by Version 1's exclusion criteria",['Non-IT services'],0,7050827,2025-11-27T11:07:28.788973
False,high,"Physical goods ONLY (furniture, equipment) are excluded from the scope of this bid as it does not clearly match an IT/technology component.",['Primary reason for decision'],0,7045093,2025-11-27T11:07:31.324097
False,high,"Construction and Fit Out of a new Day Care Centre at Rooskey Vale, Co. Monaghan is a physical goods/service project, which does not align with Version 1's capabilities.","['Primary reason for decision', 'Physical goods/service']",,7044337,2025-11-27T11:07:34.043341
False,high,"Physical goods ONLY (vehicles), which falls under furniture, equipment, vehicles, supplies category. This is a non-IT service and version1 does not bid on physical product procurement.",['Primary reason for decision'],0,6992808,2025-11-27T11:07:36.722624
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies) applies to this tender as it mentions 'Amenity Trail' and 'Phase III' which implies construction or facilities work.",['Primary reason for decision'],0,7047356,2025-11-27T11:07:39.526014
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Tender is for the supply of a spare transformer for MEDITE Europe DAC ‘25, which falls under physical goods.","[""Tender does not match Version 1's capabilities""]",0,7049791,2025-11-27T11:07:42.454422
False,high,"Educational materials, toys, or books are physical goods ONLY (furniture, equipment, vehicles, supplies) and do not match Version 1's IT-related services capabilities.",['Physical goods only'],0,6917802,2025-11-27T11:07:45.093585
False,high,Physical goods only - furniture or physical fit-outs mentioned in the tender content.,['Primary reason for decision'],0,7048925,2025-11-27T11:07:47.428687
False,high,"Rejection category - Physical goods ONLY (furniture, equipment, vehicles, supplies)","[""Furniture, equipment, or physical products are excluded from bidding due to Version 1's focus on technology services.""]",,7047876,2025-11-27T11:07:49.946560
False,low,"Non-IT service - Catering, food services, or meals (Step 2: Check if it's purely physical goods or non-IT services)",['Catering service is not IT-related'],0,7047449,2025-11-27T11:07:52.640089
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Physical goods ONLY'],,7047961,2025-11-27T11:07:54.868252
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is included in the tender as specified in Section: No Physical goods ONLY.",['Primary reason for decision'],0,7046010,2025-11-27T11:07:57.573672
False,low,Physical goods ONLY (furniture) - does not match Version 1's capability of providing IT services,"['Furniture is a physical product, not an IT service']",,7041503,2025-11-27T11:07:59.923260
False,low,Tender mentions 'tree purchases' which implies physical goods.,"['Physical goods only', 'Non-IT services']",,7015972,2025-11-27T11:08:02.077921
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,7034886,2025-11-27T11:08:04.175320
False,low,"Main classification N/A and no PDF content available, indicating lack of IT/technology evidence in the tender title.",['Lack of clear IT/technology indication'],0,7039079,2025-11-27T11:08:06.703254
False,high,Physical goods - Transportation or logistics services,['No clear IT/technology evidence exists'],0,7021004,2025-11-27T11:08:08.924022
False,low,"Physical goods only (furniture, equipment, vehicles, supplies)","['No physical goods services', 'Non-IT professional services']",,6953041,2025-11-27T11:08:11.114821
False,high,"Construction contracts do not involve software, IT, technology, cloud, data, or digital services.","['Non-IT service', 'Furniture, fixtures, building, construction work, etc.']",,7035443,2025-11-27T11:08:13.551812
False,high,"Tender is for provision of hot meals under the School Meals Scheme, which falls under catering and food services. This is a non-IT service.",['Non-IT service'],0,7033467,2025-11-27T11:08:16.210103
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - Furniture, fixtures, or physical fit-outs",['Furniture and equipment are excluded from our services'],,7025140,2025-11-27T11:08:18.614619
False,low,Physical goods ONLY (furniture) mentioned in the 'No PDF content available' section under 'Immediate Disqualification',['Primary reason for decision'],0,7026660,2025-11-27T11:08:21.099165
False,high,"REJECT - Physical goods ONLY (furniture, equipment, vehicles, supplies) are specified in the tender and do not match Version 1's capabilities or service offerings.",['Primary reason for decision'],0,7028358,2025-11-27T11:08:23.758824
False,high,"Physical goods only - furniture, equipment, vehicles, supplies (furniture)",['Primary reason for decision'],0,7031501,2025-11-27T11:08:26.006760
False,low,"Tender does not mention software, IT, technology, cloud, data, digital, or systems; it appears to be for a physical goods-only equipment purchase.",['Lack of clear IT/technology evidence in the tender title'],0,7029711,2025-11-27T11:08:28.827809
False,high,Non-IT service - Catering services are mentioned in the tender title.,['Catering services'],0,7026513,2025-11-27T11:08:31.068943
True,high,Matches Version 1's technology capabilities and aligns with the company's strengths in digital colour cut page production printing machines and associated services.,"['Alignment with company capabilities', 'Alignment with industry needs']",,7028741,2025-11-27T11:08:33.588606
False,high,"Physical goods ONLY (furniture) - Furniture, fixtures, or physical fit-outs are excluded from bidding by Version 1's company profile.",['Primary reason for decision'],0,7026447,2025-11-27T11:08:36.106292
False,high,"Physical goods ONLY (fuel for vessels in Co. Donegal) - Tender does not mention software, IT, technology, cloud, data, digital, or systems.",['Fuel procurement is a physical good service'],,7031086,2025-11-27T11:08:38.651374
False,high,"Specific reason - The tender focuses on Visualization Services for the National Transport Authority, which is not a technology-related service.",['Non-IT services'],0,7028190,2025-11-27T11:08:41.115757
False,high,Catering services are a physical goods-only service and do not match any IT-related requirements.,"[""Non-IT service, does not match Version 1's capabilities""]",,7042958,2025-11-27T11:08:43.491516
False,low,Catering services (food) is a physical good and does not match our company's service offerings.,"['Physical goods, Catering services']",,7042889,2025-11-27T11:08:45.743455
False,high,"Non-IT services - Catering, food services, or meals","['Catering, food services, or meals are not IT-related services']",0,7040945,2025-11-27T11:08:48.198184
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) or Construction, facilities, or building works mentioned in the tender details.",['Primary reason for decision'],0,7041752,2025-11-27T11:08:50.717156
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works mentioned in the tender details.","['Non-IT service', 'Physical goods']",,7036423,2025-11-27T11:08:53.290294
False,high,"The tender is for passive acoustic monitoring devices which are physical goods. This falls under Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and should be immediately rejected.",['Primary reason for decision'],0,7038863,2025-11-27T11:08:56.079903
False,high,Specific reason - Non-IT service: Catering (food services or meals),['Primary reason for decision'],0,7038229,2025-11-27T11:08:58.392271
False,high,"Tender does not explicitly mention software, IT, technology, cloud, data, digital, or systems. It is also a construction tender for building work.","[""Construction and physical goods are excluded from Version 1's scope""]",0,7037498,2025-11-27T11:09:01.131787
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Clare County Council is requesting physical goods services'],,7037753,2025-11-27T11:09:03.300854
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is not an IT service. Clare County Council is looking for a Multi-Party Framework Agreement for Building Energy Rating (BER) Assessments, which does not fall under Version 1's technology capabilities.",['Primary reason for decision'],0,7036757,2025-11-27T11:09:06.447303
False,high,"Non-IT services: Construction works at Doohoma, Co Mayo. on behalf of S N Dhumha Thuama",['Primary reason for decision'],0,7036828,2025-11-27T11:09:08.944880
False,high,Physical goods ONLY - furniture/equipment (not specified as software or digital services),['Primary reason for decision'],0,7035732,2025-11-27T11:09:11.234367
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - does not match Version 1's capability of IT consulting, architecture, or strategy services.",['Primary reason for decision'],0,7035114,2025-11-27T11:09:13.944689
False,low,Specific reason - Construction work is mentioned in the tender title (Provision of Property Development Advisory Services) and does not match Version 1's capabilities as a technology company.,['Primary reason for decision'],0,7035275,2025-11-27T11:09:16.581822
False,high,Immediate disqualification due to lack of CPV codes from the known IT/software CPV list and non-IT nature of the services.,"['Lack of relevant CPV codes', 'Non-IT services']",,7031142,2025-11-27T11:09:19.151903
False,high,"Primary reason for decision - The tender does not explicitly mention software, IT, technology, cloud, data, digital, or systems, and the service is construction of a special education classroom, which falls under physical goods and non-IT services.","['Tender title does not indicate an IT-related service', 'Service is construction of a building']",0,7013971,2025-11-27T11:09:22.439571
False,high,Specific reason - Construction work (Demolition of the old Dental Facility) falls under physical goods and does not match Version 1's technology company capabilities.,"['Construction, facilities, or building works']",,7025294,2025-11-27T11:09:24.983292
